7F05DF86	62CB0DF1	1989 1995	
7A07BE0C	7C4B4D89	2008 2013	
7A07BE0C	82EE5836	2013 2014	
7A07BE0C	802E3D7E	2004 2007	2004 2005	
7A07BE0C	771E2668	2002 2013	
7A07BE0C	7ED0E74E	2003 2004	2003 2012	2003 2007	2002 2006	2002 2003	2004 2004	
7A07BE0C	0B56A9C1	2008 2012	
7A07BE0C	7D0EBF7F	2013 2014	
7D1A076D	43AE89E0	1988 1988	
7D1A076D	800FD29D	1988 1988	
7D1A076D	7D1BF6D7	1988 1988	
7D1A076D	8138DDF3	1988 1988	
7D1A076D	80DED6F8	1988 1988	1988 1988	
7D1A076D	832FF70F	1988 1988	
7D1A076D	7A71DBCD	1988 1988	
7D1A076D	768DDE19	1988 1988	
7D1A076D	7E56FE9C	1988 1988	
7D1A076D	852438BB	1988 1988	
7D1A076D	7F031785	1988 1988	
7D1A076D	847DEDF1	1988 1988	
7D1A076D	0D46B9E5	1988 1988	
186D08BE	7A108FB2	2010 2011	
0C9A6CF9	86377615	2008 2008	
0C9A6CF9	847E4403	2008 2008	
0C9A6CF9	10407534	2008 2008	
7A983F01	7D9631D9	2003 2010	
7A983F01	774515B3	2003 2006	
7A983F01	736074A1	2003 2013	
7A983F01	754BE3F1	2003 2010	
7A983F01	70ACE07D	2003 2010	
7A983F01	82A68DB4	2003 2005	
7A983F01	58AF0C42	2003 2005	
75857F07	80B865FC	2007 2012	
75857F07	7E57D209	2007 2008	
75857F07	805BC96F	2007 2008	
75857F07	02164B8D	2007 2010	2007 2010	
75857F07	848AD96F	2007 2012	
75857F07	815F4B3F	2007 2010	
75857F07	75857F07	2007 2007	
75857F07	702BE474	2007 2010	
7B74AEA5	853559A4	2012 2014	
7B74AEA5	7EAD46F4	2012 2014	
7B74AEA5	7B74AEA5	2012 2015	
7B74AEA5	7D9BE912	2012 2014	
7B74AEA5	0E1653CA	2012 2014	
748C04FE	77FCBBED	2009 2011	
748C04FE	14BCDC74	2009 2011	
748C04FE	811BB275	2009 2012	
748C04FE	279C3014	2009 2011	
748C04FE	863193BA	2009 2012	
748C04FE	84E229A0	2009 2011	
83806B04	80AFBC1C	2005 2007	
83806B04	0047CF30	2005 2007	
83806B04	126545B4	2005 2007	
83806B04	03E2FF6E	2005 2007	
2A56CFDD	7D045979	1995 1998	
2A56CFDD	825866AB	1995 1998	
2A56CFDD	8060ED77	1995 1998	
2A56CFDD	58FDFE39	1995 1998	
2A56CFDD	7BACA0A0	1995 1998	
7EFE6D52	862D0400	1998 2006	2001 2006	
7EFE6D52	78BDB00F	1998 2006	2001 2006	
8506A1CA	7D86EAE9	1981 1983	
8506A1CA	2BC2AB39	1981 1983	
7E80C4FF	7EE2F95A	2000 2010	
7E80C4FF	0963BBE0	2002 2004	2004 2004	
7E80C4FF	771E2668	2002 2002	
7E80C4FF	10FED129	2002 2011	2004 2011	
7E80C4FF	7F35240B	2002 2006	2004 2006	
7E80C4FF	7E82435D	2002 2004	2004 2004	
7E80C4FF	84D67347	2002 2003	2004 2003	
7DB449FD	7F7F9300	2013 2015	
7DB449FD	8115AB33	2013 2015	
80964E66	7E4E1011	2012 2015	
80964E66	85820BD0	2012 2014	2014 2014	
80964E66	7F07D108	2012 2016	
80964E66	8082C82D	2012 2015	
80964E66	7D6D43B4	2012 2016	
80964E66	7E8B2C6E	2012 2013	
80964E66	7FFDACD3	2012 2014	2014 2014	
80964E66	85B40D78	2012 2014	2014 2014	
80964E66	84A4B089	2012 2014	
80964E66	80A648C0	2012 2014	2014 2014	
80964E66	812E4AA7	2012 2016	
80964E66	815F4B3F	2012 2013	2012 2014	
80964E66	77FCF47F	2012 2014	2014 2014	
00486140	491DD78F	2010 2013	
00486140	7C7EE0D1	2010 2013	
00486140	81535721	2010 2009	
00486140	77C8C142	2010 2012	
00486140	80654B3D	2010 2013	
00486140	84D15D31	2010 2013	
00486140	7B138094	2010 2013	
00486140	8211366C	2010 2009	
00486140	7E3BB59C	2010 2012	
00486140	797D81C6	2010 2013	
00486140	7B7FE2DC	2010 2013	
8496E278	82F436FD	2012 2015	
8496E278	13EFF67B	2012 2015	
849EA6E5	76B6521C	2015 2015	
849EA6E5	7BF33803	2015 2015	
849EA6E5	80040CC6	2015 2015	
849EA6E5	4B572CA3	2015 2015	
7F450560	073BC207	2012 2015	
7F450560	84957A72	2012 2013	
7F450560	7F60F4B1	2012 2015	
7F450560	7C857356	2012 2015	2012 2014	
7F450560	7EBE7DD1	2005 2015	
7F450560	84FD4134	2012 2014	
7487B5C0	7FF6D55F	1999 2003	
7487B5C0	1EB3CBA4	1999 2002	
7487B5C0	82BA84F5	1999 2003	
7487B5C0	7E57D209	1999 2004	
7487B5C0	8311D172	1999 1999	
7487B5C0	750CD34C	1999 2000	
7487B5C0	7E80C4FF	1999 2004	
7487B5C0	45BBDCB1	1999 1999	
7487B5C0	489042C6	1999 2002	
7487B5C0	810FB58B	1999 2002	
7487B5C0	7D4AA4F2	1999 2002	
7487B5C0	80702954	1999 2003	
7487B5C0	09F0BA79	1999 1999	
7EB80123	8060ED77	2010 2010	
7EB80123	2A39C75B	2010 2010	
7EB80123	755000AC	2010 2010	
7EB80123	10EBC610	2010 2010	
7EB80123	81535721	2010 2010	
7EB80123	8095CAA5	2010 2010	
7E402C1A	7EF9A66F	2010 2011	
7E402C1A	7F6A1BBA	2010 2011	
7E402C1A	0D02BCA6	2010 2011	
7E402C1A	7F0700D7	2010 2011	
7E402C1A	801710DF	2010 2011	
7E402C1A	7D48B048	2010 2011	
7E402C1A	506EF718	2010 2011	
85577165	7F58671D	2010 2013	
85577165	84EA0EBF	2010 2014	
85577165	761DE7C7	2010 2012	2010 2013	
85577165	7CB9C8C0	2010 2011	
85577165	7D82CA42	2010 2013	
85577165	7EF3C0C4	2010 2014	
7622F0E2	8FD7C5BA	2001 2005	
7622F0E2	7FBB2535	2001 2005	
7622F0E2	10A60675	2002 2002	
7622F0E2	0A23C7CA	2002 2002	
80E881CC	7CC884BB	2014 2014	2014 2014	
80E881CC	529C4C6F	2014 2014	
80E881CC	85113D18	2014 2014	
80E881CC	7E7E6FF2	2014 2014	
80E881CC	84D1F6F2	2014 2014	
7E593610	7FA5D6DF	2009 2013	
7E593610	7B11B1F4	2009 2013	
7E593610	8537E90F	2008 2013	
7E593610	7876F595	2009 2011	
7E593610	7AD1AD87	2009 2014	
7E593610	7D782FF3	2008 2009	2009 2010	2009 2009	
7E593610	0072B820	2009 2015	2009 2011	2009 2011	
7E593610	7EDDAE96	2009 2014	
7E593610	7EF9A66F	2009 2013	
7E593610	84FC4D32	2009 2014	
7E593610	7F5AD428	2008 2009	
7E593610	7C41CD12	2008 2009	
80B06F45	82615ADD	1996 2000	1996 1998	
80B06F45	7765FA2E	1996 1997	1996 1998	
80B06F45	81B26536	1996 1998	
80B06F45	8512829B	1996 1997	
80B06F45	7F0413A0	1996 2000	
80B06F45	7BE214F1	1996 1998	
80B06F45	795F7D7D	1996 1997	
80B06F45	7C54E31F	1996 2003	
80B06F45	8148E2AE	1996 2000	1996 1998	
80B06F45	784ED974	1996 1997	
80B06F45	81362BC4	1996 1998	
85AD2095	80B683DA	2005 2012	
85AD2095	7DB4EE9F	2005 2010	2005 2011	
85AD2095	830A0EB0	2005 2008	
85AD2095	7DBAED79	2005 2010	
85AD2095	7C857356	2005 2007	
85AD2095	7CB9C8C0	2005 2007	2005 2009	
85AD2095	821346C0	2005 2008	
85AD2095	8101B31B	2005 2010	
85AD2095	773237D2	2005 2008	
85AD2095	78E09033	2005 2010	2005 2011	2005 2009	
85AD2095	7FF0C1BD	2005 2006	
85AD2095	79F4CFA7	2005 2006	
85AD2095	7F15D50E	2005 2009	
80360FD8	82D4048E	2014 2015	
80360FD8	7F9A1AE2	2014 2015	
80360FD8	7DBA32A4	2014 2015	
80360FD8	796555E0	2014 2015	
80360FD8	56A2BC1F	2014 2015	
80360FD8	80360FD8	2014 2015	
80360FD8	7B2B8214	2014 2015	
8138179E	7F413E70	2009 2004	
8138179E	7CF23861	2009 2014	
8138179E	7E7E6FF2	2009 2014	
8138179E	85820BD0	2009 2004	
8138179E	7E2605EE	2009 2004	
8138179E	529C4C6F	2009 2014	
8138179E	7CC884BB	2009 2014	
8138179E	825D252E	2009 2004	
8138179E	80BD6AC7	2009 2014	
8138179E	863A6FCD	2009 2004	
116E93F4	813A6EAD	2012 2014	
116E93F4	84F47618	2012 2013	
116E93F4	7B138304	2012 2013	
116E93F4	7DD53324	2012 2014	
116E93F4	8484B0AF	2012 2014	
116E93F4	7E66D30F	2012 2014	2012 2013	
116E93F4	7E63F0C2	2012 2013	
116E93F4	7575972F	2009 2010	
116E93F4	856680E8	2012 2013	
116E93F4	79B42316	2012 2013	
7F7E0808	7F643EA2	2012 2014	
7F7E0808	7E20E79C	2012 2013	
7F7E0808	82CB181E	2008 2012	
7F7E0808	7D82CA42	2014 2014	2012 2014	
7F7E0808	76DB405D	2008 2014	2010 2014	
7F7E0808	83C519B9	2008 2012	
7F7E0808	80D58ED8	2012 2014	
7F7E0808	49302D7D	2008 2012	
7F7E0808	7E8032E5	2008 2011	
7F7E0808	00710F54	2008 2012	
7F7E0808	7CD31DDD	2008 2012	
7F7E0808	80B2CE5C	2012 2015	
7D6EF172	7D6EF172	2006 2006	
7D6EF172	788368E8	2006 2006	
7D6EF172	7EE90A1E	2006 2006	
7D6EF172	00862132	2006 2007	
7EBB81D8	84FE323D	2013 2014	
7EBB81D8	80E3D08F	2014 2014	
7EBB81D8	7EBB81D8	2014 2014	
7EBB81D8	0C008DCB	2013 2014	
7EBB81D8	7D51F344	2014 2014	
7EBB81D8	84A2AB72	2014 2014	
7EBB81D8	84D6E8E9	2014 2014	
7EBB81D8	7D349525	2014 2014	
7EBB81D8	1AC28924	2013 2014	
7EBB81D8	7D8915F9	2014 2014	
58EAFEAD	7AF8EEC1	2011 2011	
58EAFEAD	75F78651	2011 2011	
58EAFEAD	7C9EB8F3	2011 2011	
58EAFEAD	81612F0E	2011 2011	
58EAFEAD	760EA144	2011 2011	
58EAFEAD	49786F82	2011 2011	
58EAFEAD	7DBE5A3D	2011 2011	
58EAFEAD	14EF0B2E	2011 2011	
8585A32F	84F8292C	2012 2014	
8585A32F	77221471	2012 2014	
8585A32F	8510912C	2012 2014	2012 2014	2012 2016	
8585A32F	7C645EA4	2012 2013	
8585A32F	7D69C046	2012 2014	
8585A32F	80CCD1B5	2012 2014	
8585A32F	7E218FC4	2012 2014	
8585A32F	84F47618	2012 2014	2012 2014	
80152511	43CA642D	2005 2007	
80152511	783832E3	2005 2014	
80152511	7B17CAE6	2012 2013	
80152511	7F74C22F	2008 2013	
80152511	2BC48EE4	2008 2013	2008 2013	
80152511	7B138304	2000 2012	2008 2010	2008 2010	
80152511	7E5500B4	2007 2010	2004 2010	
80152511	7F6A1BBA	2008 2010	2008 2011	2008 2010	2008 2010	2008 2010	
7B00A7D0	80071A40	2005 2012	
7B00A7D0	80B96CB2	2005 2009	
7B00A7D0	7DD53324	2005 2011	
7B00A7D0	7D741639	2006 2008	
7B00A7D0	7EB83F6C	2005 2008	
7B00A7D0	84E5A65B	2005 2009	
7B00A7D0	80E5C87A	2005 2007	
7B00A7D0	85045341	2005 2008	
7B00A7D0	725766F3	2005 2007	
7B00A7D0	847C07A5	2005 2014	
7B00A7D0	84E0CA75	2005 2007	
8478E2E5	51D985F7	2014 2016	
8478E2E5	7FE1DB31	2014 2016	
06F16BDE	76CB073D	2008 2013	
06F16BDE	80D6A09A	2008 2010	
06F16BDE	7E956D63	2008 2014	
06F16BDE	7FAC5A26	2008 2014	
06F16BDE	7D24D33F	2008 2009	2008 2009	
06F16BDE	7EF88F97	2008 2013	
06F16BDE	7D85FDB5	2008 2010	
06F16BDE	8488D491	2008 2014	
06F16BDE	7EBD27F7	2008 2009	
826981CF	7F52EA8D	2006 2006	
826981CF	7F0AF1C8	2000 2004	
826981CF	0BDB765D	2006 2007	2001 2007	
826981CF	81378AB4	2002 2003	2006 2010	2001 2009	2001 2003	2001 2002	2001 2002	2001 2003	2001 2006	
826981CF	7F072A6C	2004 2010	
826981CF	496439EB	2002 2008	2002 2004	2002 2003	2001 2002	2001 2009	2001 2002	2001 2003	
826981CF	80EF83E1	2002 2013	
826981CF	0CAF817A	2008 2015	
826981CF	79369A8D	2002 2003	1999 2001	2001 2003	
84990C28	7DE3BBBF	2008 2013	2008 2009	
84990C28	7FB6FE9D	2008 2013	2008 2009	2008 2008	
84990C28	75CC5A50	2008 2013	2008 2009	2008 2008	
84990C28	7D2B10F1	2008 2009	
81241E40	7DB16E1E	2013 2015	
81241E40	073BC207	2013 2015	
81241E40	7CB9C8C0	2013 2015	
81241E40	7E7BFF5E	2013 2015	
81241E40	7C857356	2013 2015	
81241E40	7A07BE0C	2013 2015	
80D8EA92	80E5C87A	2008 2009	
80D8EA92	7F0F9A40	2008 2011	
84987D0B	7FFDD71E	2002 2011	
84987D0B	7E8032E5	2002 2011	
84987D0B	77FE7021	2002 2011	
7E07E2D1	7BC97385	1971 1975	
81BBF5DE	81BBF5DE	2015 2015	2014 2015	
81BBF5DE	84C54580	2015 2015	
81BBF5DE	7C056608	2015 2015	2014 2015	
81BBF5DE	020AD5A1	2014 2015	
81BBF5DE	84E61BAA	2015 2015	
81BBF5DE	7E613725	2014 2015	
08404F18	8109620D	2013 2014	
08404F18	84B6D74F	2012 2013	
08404F18	7B6E457A	2012 2013	2012 2013	
08404F18	7D7C9AFB	2012 2014	
08404F18	803119D5	2012 2013	2012 2013	2012 2013	
08404F18	7F802F3D	2012 2014	
08404F18	77EF2D57	2012 2013	
08404F18	80C8FB65	2012 2014	
08404F18	2AE7B5AF	2012 2013	
77D472CC	7DC4A88B	2007 2007	
77D472CC	77D472CC	2007 2007	
77D472CC	7EAB4FF5	2007 2007	
75BCB70A	1155F851	2012 2013	
00D35084	7CF77DF9	2012 2014	
00D35084	736074A1	2012 2014	
00D35084	81862CED	2012 2014	
00D35084	82C62D6D	2012 2014	
00D35084	77C8D02F	2012 2014	
78E07B7A	7E39073B	2005 2005	
78E07B7A	8635AB9E	2005 2007	
78E07B7A	80611EF5	2005 2007	
78E07B7A	803BB183	2005 2007	
78E07B7A	7889A908	2005 2007	
78E07B7A	7E80C4FF	2005 2006	
7A71DBCD	7E56FE9C	1988 1988	1988 1988	
7A71DBCD	850D63FD	1988 1988	
7A71DBCD	82D2450D	1988 1988	
7A71DBCD	7D08D9D0	1988 1988	
7A71DBCD	7FE7DAE1	1988 1988	
7A71DBCD	8472839D	1988 1988	
7A71DBCD	80DED6F8	1988 1988	
7A71DBCD	7FFB2D1E	1988 1988	
7A71DBCD	7CF96372	1988 1988	
7B34FF1D	810C202C	2009 2010	
7FFC9E94	7E57D209	2008 2010	
7FFC9E94	754BE3F1	2008 2010	
7FFC9E94	1042D22A	2008 2010	
586518AC	008585F1	2003 2005	
586518AC	014905CF	2003 2005	
586518AC	677C5D7B	2003 2005	
586518AC	7A7EAE49	2003 2005	
586518AC	863DEF2B	2003 2005	
586518AC	8209CA93	2003 2005	
586518AC	7EECEF30	2003 2005	2003 2005	
84584691	013396E1	2014 2015	
84584691	8510912C	2014 2016	2014 2014	
84584691	84F47618	2014 2014	
84584691	95BB958E	2014 2016	2014 2015	
84584691	AC68A9E2	2014 2015	
84584691	84F24FAA	2014 2015	
84584691	E4117AC5	2014 2015	
7D3B654A	7F5C38F1	2009 2010	2008 2010	
7D3B654A	7B11B1F4	2009 2013	
7D3B654A	82E04689	2009 2013	2013 2014	2013 2014	
7D3B654A	05698330	2009 2014	
7D3B654A	7EB94431	2008 2014	
7D3B654A	7EF3C0C4	2009 2014	
7D3B654A	7F60F4B1	2009 2015	2009 2011	2008 2009	
7D3B654A	811B8F8F	2013 2014	
7D3B654A	7F1A7EF4	2009 2010	2008 2010	
7D3B654A	7876F595	2009 2011	
797CDF8D	7B74AEA5	2006 2012	
797CDF8D	8319B0B8	2006 2009	
797CDF8D	7A838B21	2006 2008	
797CDF8D	7DE269D4	2006 2007	
797CDF8D	8518DD44	2006 2007	
797CDF8D	7F771190	2006 2010	2006 2008	
797CDF8D	83ABF849	2006 2007	
797CDF8D	7F7E0808	2006 2010	2006 2008	
797CDF8D	51D985F7	2006 2011	2006 2015	2006 2010	2006 2008	2006 2015	
797CDF8D	84D6E82A	2006 2012	
797CDF8D	84BDE23F	2006 2008	2006 2006	
797CDF8D	7F93AC1B	2006 2012	
7AE61463	51D985F7	2014 2014	
7F1D3C7E	768DDE19	1988 1988	
7F1D3C7E	800FD29D	1988 1988	
7F1D3C7E	8138DDF3	1988 1988	
7F1D3C7E	847DEDF1	1988 1988	
7F1D3C7E	43AE89E0	1988 1988	
7F1D3C7E	832FF70F	1988 1988	
7F1D3C7E	0D46B9E5	1988 1988	
13A99B79	7E57D209	2013 2014	
13A99B79	837FA51A	2013 2014	
13A99B79	7F5AD428	2013 2014	2013 2014	
13A99B79	811B8F8F	2013 2014	
13A99B79	7F7E0808	2013 2014	
13A99B79	86274245	2013 2014	
13A99B79	7830534A	2013 2014	
13A99B79	82E04689	2013 2014	2013 2014	
13A99B79	77221471	2013 2014	
13A99B79	816EB80E	2013 2014	
80C6C70F	79EE8DFC	2010 2012	
80C6C70F	7DAE2CD6	2010 2011	
80C6C70F	08533FEB	2010 2012	
80C6C70F	80C6C70F	2010 2012	
80C6C70F	7CCEBFE2	2010 2012	
8172F6D8	85D8F907	1993 2001	
8172F6D8	02E1D98B	1993 2001	
8172F6D8	2AAF52EA	1993 1996	1993 1997	
8172F6D8	7E88D896	1991 1997	
7BE7790A	0DA6F0BE	2005 2009	
7BE7790A	826981CF	2002 2004	
7BE7790A	7896FC99	2002 2005	2002 2004	2001 2003	
7BE7790A	7E57D209	2001 2003	2001 2002	2001 2004	2008 2010	
7BE7790A	75E26D1A	2002 2005	
7BE7790A	83C077FE	2001 2003	
7B26B458	69A913DB	2013 2016	
7B26B458	82E04689	2013 2014	2013 2015	
7B26B458	78E12371	2013 2015	
7B26B458	82B3A5BB	2013 2014	
7B26B458	7CCEBFE2	2013 2014	2013 2015	
7B26B458	7F5AD428	2013 2014	2013 2014	2013 2014	2013 2015	
7B26B458	7CB9C8C0	2013 2015	
7B26B458	76230F36	2013 2016	
030016A5	70588ECB	2012 2013	
030016A5	848920DF	2012 2014	
030016A5	849EA6E5	2013 2015	2012 2015	
030016A5	84F86BE8	2012 2014	
030016A5	13477B22	2012 2013	
030016A5	7A838B21	2012 2013	
030016A5	7D07EB2B	2012 2014	
030016A5	84EA0EBF	2012 2014	
030016A5	84835476	2012 2013	
030016A5	80FE93AD	2012 2015	
030016A5	817A6ECC	2012 2012	
030016A5	7DD10A67	2013 2014	2012 2014	
030016A5	849C085B	2012 2013	
030016A5	80EAF538	2012 2014	
030016A5	C7212373	2012 2016	
030016A5	7D3A963F	2012 2014	2012 2014	
80CD7949	83D5A7C9	2006 2008	
80CD7949	7C857356	2006 2007	
80CD7949	7B67F9D1	2006 2007	
80CD7949	7F15D50E	2006 2010	
80CD7949	83957B28	2006 2008	
80CD7949	7DEBB0CB	2006 2010	
80CD7949	830A0EB0	2006 2008	
80CD7949	0F35B7FB	2006 2008	
80CD7949	77221471	2006 2008	
80CD7949	7E1B317E	2006 2008	
80CD7949	77A8D3A4	2006 2010	
78A716B2	7BDD31AF	1998 1999	
78A716B2	7D57E710	1989 1989	
78A716B2	7ED0E74E	1998 2001	
78A716B2	7DD16A7E	1998 2009	
78A716B2	7D91F275	1998 2001	
78A716B2	7E80C4FF	1998 2009	
78A716B2	84DB8BB6	1998 2009	
78A716B2	7E3D8660	1998 2001	
78A716B2	84ABBF0A	1985 1986	1984 1986	
78A716B2	7AFF6704	1998 2009	
78A716B2	78A716B2	1984 1985	1989 1989	
78A716B2	7FACE54D	1998 2001	
78A716B2	7FDF109F	1989 1989	
76CB1ADF	803D12DC	2000 2002	
76CB1ADF	8060ED77	2000 2001	
76CB1ADF	6B5710E0	2000 2002	
76CB1ADF	7C68A928	2000 2002	
76CB1ADF	7E4CED7D	2000 2003	
76CB1ADF	747C3E94	2000 2002	
76CB1ADF	7677994C	2000 2003	
76CB1ADF	787055C5	2000 2003	
76CB1ADF	83B80640	2000 2001	
1BE6B688	515B2CB2	2007 2013	
1BE6B688	769B992A	2007 2013	
7D7B3DE5	097C5971	2004 2005	
7D7B3DE5	7ECDE273	2004 2005	
7D7B3DE5	7F321EE7	2004 2005	
806BC9CB	862F6C69	2011 2012	
76257484	8039481B	2007 2009	
76257484	7CCEBFE2	2007 2009	
76257484	76EF50FD	2007 2008	
76257484	7FEA96DA	2007 2008	
76257484	26013D85	2007 2009	
76257484	82495E59	2007 2009	
76257484	7FF48FF8	2007 2009	
76257484	834F5CFD	2007 2009	
76257484	75C458D5	2007 2008	
84C74753	7EE232B3	2008 2010	
84C74753	84EDC6CD	2008 2010	
84C74753	757632F7	2008 2011	
84C74753	04623046	2008 2010	
84C74753	80197B9A	2008 2011	
84C74753	804733F4	2008 2011	
84C74753	7F16A3E4	2008 2010	
84C74753	7BB46344	2008 2011	
84C74753	7D72091E	2008 2011	
84C74753	7C0F1F9C	2008 2010	
84C74753	84BAEB6A	2008 2010	
7FF8851D	7E0D2E4A	1994 2005	1994 2007	
7FF8851D	8142847B	1994 2011	
7FF8851D	7DEE0A7F	1994 2005	
7FF8851D	76257484	1994 2008	
7FF8851D	80BE9FEB	1994 2007	
7FF8851D	77ED5827	1994 2004	
7FF8851D	7A67A3E0	1994 2005	
7FF8851D	815F4B3F	1994 2010	
7FF8851D	7DCDC5DA	1994 2005	1994 2007	
7FF8851D	7D20E947	1994 2005	1994 2007	
7FF8851D	702BE474	1994 2010	
7FF8851D	7F3B1F9E	1994 2009	
7FF8851D	85627AEB	1994 2005	
84E229A0	4B0A389A	2011 2013	
84E229A0	7CA57A2A	2011 2013	
84E229A0	7AC7A32B	2011 2013	
84E229A0	84D9D926	2011 2013	
7B138304	8624E313	2012 2014	
7B138304	81BBF5DE	2013 2015	2013 2015	
7B138304	7EF9A66F	2010 2013	2010 2011	
7B138304	80C4D03D	2013 2015	2012 2015	
7B138304	7F6A1BBA	2010 2011	2010 2010	
7B138304	84F47618	2013 2014	2013 2014	2012 2013	
7B138304	84F59D27	2010 2013	
7B138304	7FA685ED	2013 2014	2012 2014	
7B138304	7D0550B5	2012 2013	
7B138304	77221471	2012 2013	
7B138304	7E63F0C2	2012 2013	
7B138304	80558AA6	2013 2014	2012 2014	
7B138304	7CC80E7E	2012 2014	
7D277411	8563028D	2004 2011	
7D277411	7F5AD428	2004 2011	
7D277411	803C0724	2004 2011	
7D277411	8005BD13	2004 2011	
7B91FBB4	43CA642D	1995 2003	
7B91FBB4	799EFB29	1995 1996	
7B91FBB4	7F06FC4B	1995 2003	
7B13D62A	7C056608	2013 2015	2013 2015	
7B13D62A	84F24FAA	2014 2015	
7B13D62A	013396E1	2014 2015	
7B13D62A	84F47618	2013 2014	2013 2014	2014 2014	
7B13D62A	84E61BAA	2013 2015	2013 2015	
7B13D62A	84A7A18A	2013 2015	
7B13D62A	7FFAFB3A	2013 2014	
7B13D62A	84C54580	2013 2015	2013 2015	
7B13D62A	8201FAAB	2013 2016	2014 2016	2014 2015	
7B13D62A	0979FABC	2013 2014	
85C71035	84EE985E	1987 2013	
85C71035	8107BB6B	1987 1997	
85C71035	79C72F03	1987 1997	
85C71035	7888C805	1987 1997	
85C71035	02CDB597	1987 2013	
85C71035	7E7C45F5	1987 1997	
85C71035	815F4B3F	1987 1997	
85C71035	7F26F553	1987 2013	
76BFB860	7D85FDB5	2007 2009	2007 2010	
76BFB860	7D6333FB	2007 2009	2007 2010	
76BFB860	51D985F7	2007 2010	2007 2009	
76BFB860	773237D2	2007 2010	
76BFB860	77221471	2007 2008	
76BFB860	7B8F3A4F	2007 2008	
76BFB860	7E100CE1	2007 2008	
76BFB860	7FD27A36	2007 2008	
76BFB860	2AE7B5AF	2007 2008	
76BFB860	76E00E29	2007 2008	
76BFB860	7DA67EE8	2007 2010	2007 2009	
76BFB860	80152511	2007 2008	
7652CFDC	7CFCBF30	2003 2010	
7652CFDC	7BF62A7A	2003 2008	2003 2008	
7652CFDC	7B8F3A4F	2003 2008	2003 2008	
7652CFDC	7C041526	2003 2007	
7652CFDC	7EFB069D	2003 2004	
7652CFDC	862AB7A4	2003 2008	2003 2008	
7652CFDC	0B56A9C1	2003 2008	2003 2008	
7652CFDC	156C6C0D	2003 2007	
7652CFDC	7C5C4357	2003 2008	2003 2008	
0729B904	7D523078	1973 1981	
0729B904	74882C0D	1973 1975	
0729B904	7FACE54D	1973 1981	
0729B904	7DB4A935	1973 1975	
0729B904	7BC97385	1973 1975	
7592BE8F	7DD017C2	1994 1995	
7592BE8F	7592BE8F	1994 1994	
7592BE8F	5F653421	1994 1994	
84DF16DC	7CF0644A	2006 2013	
84DF16DC	7D4BABA7	2006 2014	
84DF16DC	7FE716AD	2006 2007	
84DF16DC	850D788A	2006 2013	
84DF16DC	8044F0DF	2012 2012	
84DF16DC	84A68D48	2012 2012	
84DF16DC	84B196FD	2006 2013	
84DF16DC	7FA685ED	2012 2012	
84DF16DC	7D966B27	2006 2014	
84DF16DC	85166106	2006 2013	
84DF16DC	0BDB765D	2006 2007	
84DF16DC	795F7D7D	2012 2013	
84DF16DC	83957B28	2006 2010	
78A88C04	7FA2E9AB	2008 2010	2008 2010	
78A88C04	8095CAA5	2008 2010	
78A88C04	78D45BF5	2008 2010	
78A88C04	755000AC	2008 2010	2008 2010	
78A88C04	7E100CE1	2008 2010	
78A88C04	7C5C4357	2008 2010	
78A88C04	82A4A48D	2008 2010	
78A88C04	70DBDFEA	2008 2010	
78A88C04	7EE2F95A	2008 2010	
78A88C04	85328CEE	2008 2009	
81EA4627	7F54ABB8	2006 2010	
81EA4627	80F8A78F	2006 2012	
81EA4627	035F2B6E	2006 2006	
81EA4627	840356CD	2006 2006	
81EA4627	85521C43	2006 2006	
81EA4627	84B5FCB2	2006 2012	
81EA4627	7DB7E03F	2006 2006	
81EA4627	809193FA	2006 2010	
81EA4627	02CCE763	2006 2007	
7C5C4357	77D26358	2003 2015	
7C5C4357	80985171	2005 2007	2004 2007	2005 2007	
7C5C4357	4C2FCBE5	2003 2005	2003 2007	2005 2005	2004 2007	2004 2005	2005 2007	
7C5C4357	000C8F7B	2007 2008	
7C5C4357	80C024EC	2003 2006	2004 2006	
7C5C4357	7C8AFAED	2003 2010	
7C5C4357	7DB8985D	2003 2008	
7C5C4357	83E54CD4	2003 2005	
7C5C4357	7E82D019	2007 2008	
7BE41F96	75EB4E4D	2012 2014	
7BE41F96	7C96D426	2012 2014	
7BE41F96	7E77FC3E	2012 2014	
7BE41F96	7945B8D1	2012 2014	
7BE41F96	811861A9	2012 2014	
7BE41F96	0F09FFB1	2012 2014	
7BE41F96	1637892C	2012 2014	
7BE41F96	79DBFF66	2012 2014	
77FE7021	7C7EE0D1	2011 2012	
77FE7021	83C519B9	2011 2012	
77FE7021	81290874	2013 2013	
77FE7021	7CD31DDD	2011 2012	
77FE7021	80152511	2011 2012	
77FE7021	857CC57C	2013 2013	
3C59AB98	746BD009	2006 2011	
3C59AB98	7FC70AF1	2006 2007	
3C59AB98	805869F0	2006 2007	
3C59AB98	7CB9C8C0	2006 2009	
3C59AB98	7DEE0A7F	2006 2009	
3C59AB98	0A8BE104	2006 2011	
3C59AB98	433999DF	2006 2006	
3C59AB98	786C8AF1	2006 2012	
3C59AB98	84835476	2006 2009	
7BBBD706	80C7DF08	2005 2006	
7BBBD706	759E2957	2005 2006	
7BBBD706	78F3F1D3	2005 2006	
26F4D349	7D21444D	1990 1993	
814D9EE2	7E48372B	2012 2014	
