7A2A3AFA	7819DAB5	1999 2004	2004 2005	
7A2A3AFA	80B64BFD	1999 2004	2004 2005	
7F7CDC9E	80D9BFFA	2011 2014	
7F6BBC2D	0FB0613C	2001 2001	
7F6BBC2D	0056D99D	2001 2001	
7F6BBC2D	7DA9E514	2001 2001	
83766F28	808E661D	2011 2014	2012 2014	
83766F28	2190508F	2011 2014	2012 2014	
83766F28	2504AFEB	2011 2012	
84D15882	77CC44B6	2011 2014	
7F1321A7	7F656056	2000 2012	
7F1321A7	76ABD7A5	2000 2012	
7D8111B3	0C122754	2006 2007	
7D8111B3	844EADB8	2006 2014	
7D8111B3	418DB68B	2006 2008	2006 2010	
7D8111B3	088BD5D5	2006 2010	
7D8111B3	793DC3C6	2006 2011	
7EDC9E57	77F4D615	2013 2013	2013 2014	
7EDC9E57	7EDC9E57	2013 2013	
7EDC9E57	7D716336	2013 2013	
7D46935B	7A18A275	2011 2014	
7D46935B	7F3AC6E8	2011 2014	
77E835DA	0F4DCB22	2008 2013	
77E835DA	4C112006	2008 2012	
7EB43D7E	82ACF85B	2010 2015	2013 2015	
7EB43D7E	6215F78D	2010 2013	
030A97EB	8158B5D2	2010 2011	
030A97EB	7FF9288A	2010 2011	
030A97EB	030A97EB	2010 2011	
262087DD	7DC77601	1994 1998	1996 1998	
262087DD	83CFEEC8	2012 2015	
262087DD	7E41869C	2010 2011	
262087DD	262087DD	2010 2013	1994 1997	1994 1994	1994 1996	2012 2015	1996 1997	1996 2014	1997 2014	1997 1999	
775B7B1E	7B9C63AC	1999 2002	
775B7B1E	84B278C8	1999 2002	
1B5C8A85	862D32E2	2006 2008	
1B5C8A85	7AF5DAEE	2010 2012	
1B5C8A85	6F6F3BE8	2010 2012	2010 2014	2006 2014	2006 2012	
1B5C8A85	806C1448	2006 2008	
1B5C8A85	813C1395	2010 2015	2006 2015	
8092DB71	78CA61A3	2004 2005	
8092DB71	797E64DF	2004 2005	
8092DB71	72EE9A3C	2004 2005	
7DFD5FB0	0C5D5D5F	1988 1990	1988 1992	
805ADB26	85BA148D	2012 2014	
805ADB26	156D4C81	2012 2014	
805ADB26	7FC14ACA	2005 2015	
805ADB26	122A07A7	2012 2014	
7F9EA7FE	7AA5CD99	2008 2013	
7F9EA7FE	77713473	2008 2013	
7F9EA7FE	84FC650C	2008 2013	
7F4CE55D	8108B873	1983 1987	1983 1983	1983 1988	
7F4CE55D	05777AA3	1983 1990	
7F4CE55D	82630C6F	1983 1984	
7F4CE55D	7D3AB2D0	1983 1987	
7F434F5F	7C6673A2	1982 2008	
7F434F5F	13E83D6A	1982 2008	
77C5E3E9	7C5C2FF0	2010 2011	
77C5E3E9	76D36103	2010 2014	
77C5E3E9	84CE023E	2010 2013	
77C5E3E9	7F8A8921	2010 2012	2010 2014	
77C5E3E9	7E216BAA	2010 2011	
77C5E3E9	77C5E3E9	2010 2012	2010 2014	
77C5E3E9	8206BEA3	2010 2011	
7D911C7F	7FE366CF	2015 2014	
7D911C7F	7D3BA682	2015 2014	
7D911C7F	7F682D69	2014 2015	
7D911C7F	7EE5D112	2015 2014	
7D911C7F	7D911C7F	2014 2015	
7D911C7F	7E05AAF2	2015 2014	
7D911C7F	80222455	2014 2015	
82C8A989	7855774A	1982 1983	
809672BC	80996BEB	2011 2014	2011 2014	
809672BC	7D7F583D	2011 2014	2011 2014	
81939D5A	22B5379A	2006 2015	
81939D5A	53AFAE83	2006 2011	
81939D5A	80E11C9C	2006 2011	
81939D5A	7F565F90	2006 2011	
757FB5AC	7D9A9115	1998 1999	
757FB5AC	79B6C79C	1998 2000	
757FB5AC	80AD63DD	1998 1999	
757FB5AC	8425ECF8	1998 2000	
757FB5AC	807DA782	1998 1999	
757FB5AC	1EBBD06B	1998 1999	
845AE0DD	845AE0DD	2015 2015	
8043AFD3	6C2BA29F	1993 1994	1994 1994	
8043AFD3	7FBE72C5	1993 1994	1994 1994	
8043AFD3	7FA4F1B0	1993 1994	1994 1994	
7D13B4DE	7E527883	1998 2015	
7D13B4DE	7ECCFF26	1998 2006	
7D13B4DE	2324F042	1998 2015	
75C564A7	7E294588	2002 2013	
82EBCD30	82EBCD30	2002 2002	2002 2002	2002 2002	2002 2002	
82EBCD30	0CE71FD2	2002 2002	2002 2002	2002 2002	2002 2002	
82EBCD30	482E2065	2002 2002	2002 2002	
82EBCD30	7C50EE94	2002 2002	2002 2002	2002 2002	2002 2002	
7FC1D159	8177CCE2	1991 2012	
823F7E77	7FB90EFD	2010 2015	
823F7E77	80EC1DC1	2010 2015	
823F7E77	801C5938	2010 2015	
823F7E77	823F7E77	2010 2015	
823F7E77	766AE6C4	2010 2015	
776F43FD	7DB77E44	2013 2014	
76F965FC	80C3DE54	1997 2005	
8563A5B3	8096E0B0	1996 2002	
85F8225E	85F8225E	2010 2011	
85F8225E	80D0717F	2010 2011	
7FCB86A0	81D31A98	2007 2013	
7FCB86A0	7E97C0B6	2007 2013	
7FCB86A0	81301790	2007 2013	
7E5621AB	7DD413FC	1999 2007	
7E5621AB	7E265827	1999 2004	
7E5621AB	7D8AAF13	1999 2004	
7E5621AB	2ABC7495	1999 2004	
7D255874	07336ABC	2011 2014	
80F7F541	8106D1DB	2013 2015	
80F7F541	7EFDA6AD	2013 2014	
80F7F541	7E82BE51	2011 2015	2015 2015	2015 2015	
80F7F541	78D386B6	2013 2014	
7E2F922C	7740DFD9	2005 2005	
8272F684	7CA7BB35	2011 2013	
8272F684	810750F1	2011 2014	
7F9FA3A5	817CE6F1	1992 1998	
7F9FA3A5	7EDC3DBE	1992 1994	
7F9FA3A5	0546883D	1992 1998	
7F9FA3A5	80221CB7	1992 1994	
7CF23627	839D9D2E	1980 1986	
7CF23627	8633DFE2	1980 1982	
7CF23627	7D40CA6A	1980 1986	
767FB405	75309207	2002 2014	
767FB405	7FB15AFA	2002 2014	
767FB405	7DA775AE	2002 2014	
767FB405	754C2C28	2002 2014	
7B523A66	7EFE0440	1997 1997	1997 1997	
7B523A66	85938125	1997 2005	
7B523A66	7E8A91E5	1997 1997	1997 1997	
848AFB37	7AEF0B4B	1999 2002	
848AFB37	77AC12B4	1999 2002	
848AFB37	048FCD1D	1999 2002	
1C2AD895	7DF195DC	2007 2009	
1C2AD895	780967CE	2007 2009	
80104DE2	7F464C80	2013 2015	
80104DE2	7DEECDDD	2013 2015	
80104DE2	7B803028	2013 2015	
80104DE2	8035073D	2013 2015	
7DA7E338	81628A9A	2005 2006	
7DA7E338	7E0903B0	2005 2005	
7DA7E338	7D5E89FB	2005 2006	2005 2005	
7C8115C7	0994A8F5	2013 2016	
7C8115C7	831D1BD5	2013 2014	
7C8115C7	782440DA	2013 2014	
7C8115C7	216E60E4	2013 2014	
7C8115C7	11AA1A08	2013 2014	2013 2014	
7D79E69C	7EEDD490	2008 2010	
7D79E69C	7D3CC8F6	2008 2010	
7F6C606C	832257B9	1990 2005	
7F6C606C	39C60689	1990 2005	
7F6C606C	7AF96802	1990 2005	
7F6C606C	81E5CA31	1990 1992	
7F6C606C	12A068B4	1990 2005	
272FB205	77178ED9	2007 2010	
272FB205	7CBBA654	2007 2008	
7FBE72C5	7FBE72C5	1993 1994	1994 1994	
7FBE72C5	6C2BA29F	1993 1994	1994 1994	1994 1997	
7FBE72C5	7DF5EE6D	1993 1994	1994 1994	
7FBE72C5	78CB30DA	1998 1999	
7CE8B3DA	805F4F90	2014 2015	2014 2015	
7CE8B3DA	86301CFE	2014 2015	
80DBC577	817263AB	1998 1998	
808CE660	8290E5F0	2013 2015	
808CE660	7DBC1129	2013 2015	
216E60E4	7D7E027D	1996 2014	
216E60E4	77D60AB1	1994 2000	1998 2004	
7FE9AE96	7EFDC88A	2012 2015	
7FE9AE96	806D4085	2006 2011	
7FE9AE96	807B83A4	2006 2012	
7FE9AE96	7DF1801F	2006 2012	2006 2007	2012 2012	2012 2012	
7FE9AE96	7F92763F	2006 2011	
80390097	81B8F02B	1994 1994	
80390097	80390097	1994 1994	1994 1994	
7E10EFDA	7FFAEA32	1993 2008	
7E10EFDA	7A118BAC	1993 2008	
7625E72A	75EEC1CE	2006 2012	
7625E72A	7625E72A	2006 2008	
1250A870	7FAC8CC1	1996 1998	
1250A870	7E16380F	1996 1998	
7D82B0D4	74157DF7	1999 1999	
7CE80E31	7E9961C5	2012 2015	
7CE80E31	7E3C12DC	2014 2014	
19A93794	803D189A	2004 2005	
19A93794	7F08F36E	2004 2005	
19A93794	80901FDC	2004 2008	
49731307	7EF420CE	1998 1999	
048FCD1D	7FC8F515	2004 2005	
048FCD1D	81402FE1	2004 2005	
048FCD1D	216E60E4	1993 1994	1993 1998	
048FCD1D	7E82BE51	2008 2012	
7F67B5BA	76A3E97B	2010 2014	2010 2011	
7F67B5BA	07C2B543	2010 2011	2010 2011	
7F67B5BA	8283CEE2	2010 2013	
7F67B5BA	07336ABC	2010 2014	
7F67B5BA	7F541635	2010 2012	
7F67B5BA	80FD8928	2010 2013	
7F67B5BA	762D6D82	2010 2011	
7F92763F	7F74635A	2011 2015	
7F92763F	7E1DD9EA	2011 2012	
7F92763F	7FD2187C	2011 2015	
4B3ECC7F	7516E310	1999 2005	
4B3ECC7F	852F660C	2006 2014	
4B3ECC7F	07926FD2	2010 2013	
8233A154	84EBD904	1988 1997	
8233A154	80088804	1988 1998	
8233A154	8202A5BC	1988 1994	
8233A154	7DAA6748	1988 1997	
8233A154	7FDCE91A	1988 1997	
8233A154	81F582AF	1988 1994	
8522E43B	8522E43B	1987 1987	
81D3D0A8	814BED7C	2014 2015	
81D3D0A8	07F31C16	2014 2015	
81D3D0A8	80856F8E	2014 2015	
81D3D0A8	7B39DC3B	2014 2015	
81D3D0A8	8228B6E8	2014 2015	
81D3D0A8	855815E4	2014 2015	
75827323	84A24548	1982 1987	
75827323	7F5B9AE8	1982 1987	
80237316	8423E8FC	2007 2013	
80237316	19ED5320	2007 2013	
80237316	053AF322	2007 2013	
80237316	52B942EE	2007 2013	
7E398CFA	7F2E2425	1996 1998	
7E398CFA	7D182F8B	1996 1998	
7EE0B731	782C7C4D	1999 2002	
7EE0B731	7D481938	1999 2002	
75EE195B	1AE43640	2006 2010	
75EE195B	75EE195B	1996 2006	
75EE195B	7C2A555D	2002 2006	
7ED952D6	7532EDCA	1997 1999	1996 1997	
7ED952D6	73BDA922	1996 1997	
7ED952D6	7ED952D6	1997 1999	1997 1998	1996 1998	1996 1997	
7ED952D6	053AF322	1996 1999	1996 2002	
094509F1	80D83C0C	2005 2006	
094509F1	85B6950A	2005 2006	
094509F1	7E63973A	2005 2006	
7D815271	216E60E4	2003 2010	
7D815271	728788AB	2003 2008	
7D815271	78088845	2003 2008	
6AB537F6	80816A81	2011 2006	
6AB537F6	802FBC9A	1994 2006	
6AB537F6	85C024C1	1994 2006	
7E463A7B	18FE25F4	1982 1983	
7DACA2B9	3CAB9298	2012 2013	
7DACA2B9	7C16CB32	2012 2013	
7DACA2B9	80DCC7AE	2012 2013	
7DACA2B9	7FA8F055	2012 2013	
7DACA2B9	805BF4CE	2012 2013	
0C612CB0	8475FD57	1999 2000	
80C8964A	7FD63079	2007 2011	
80C8964A	12457399	2007 2011	
284F3D47	8441C407	1987 2011	
284F3D47	7E70D67D	1987 2001	
284F3D47	801FDBFE	1987 2011	
284F3D47	86359FC0	1987 1994	
284F3D47	86040B6D	1987 1996	
284F3D47	7DAFC5AB	1987 1997	
046347F4	0DED4F66	1994 2004	
7FAFDCDE	793C843A	1999 2005	
7FAFDCDE	800FD3F6	1999 2005	
76EA3A45	8166822E	2013 2015	
7D598EFD	7C4236B9	1988 1991	
7D598EFD	003F034F	1988 1990	
7DDD8385	7FBBF220	2005 2006	
221E66BA	7C7EACDA	1998 2004	
221E66BA	221E66BA	1998 2003	
8553B7C3	7FDD506E	2012 2015	
8553B7C3	09FD386C	2012 2015	
8553B7C3	7D209B8F	2012 2013	
8553B7C3	7DC9902C	2012 2013	
7D520EBD	06AB37D2	1991 1992	
0435C920	7E6F7503	2004 2006	
0435C920	4BDD17DE	2004 2006	
76B8195D	7CA8B74E	2005 2007	
76B8195D	7F7AF17D	2005 2007	
8081AF99	83352000	2005 2011	
8081AF99	7D095A21	2005 2011	
8081AF99	7F76644D	2005 2011	
8081AF99	7D2CD139	2005 2011	
8577721B	737BF5D2	2011 2012	
8577721B	75EEC1CE	2011 2012	
7F4EE95A	80851FAA	2011 2013	
7F4EE95A	84C8AD82	2011 2013	
784C9E8F	7FA7D3CB	2013 2013	
78130359	26058297	2013 2012	
78130359	798E76E5	2013 2012	
78130359	3490D5EE	2013 2014	
78130359	7F084423	2013 2012	
78130359	80A16DB6	2013 2012	
7D37034E	1473048F	2010 2013	
7D37034E	7F5A470E	2010 2013	
821B2EF7	82D055FE	1994 2008	
821B2EF7	78CB30DA	1994 1998	
821B2EF7	28940EC8	1994 1998	
799450E8	70A58F70	1982 1984	
460804E8	7FE366CF	2014 2014	
7F6C8FF6	7FD63079	2007 2011	
7F6C8FF6	862179C2	2007 2011	
7F6C8FF6	751582EE	2007 2011	
75309207	7D146C60	1992 1993	1992 1993	1992 1993	
75309207	82AD0E9A	1996 2002	1992 1998	
75309207	5CBEA617	1994 2005	1992 2005	
75309207	7D4EB76C	1994 2014	1992 2014	
06051588	7321E834	2010 2011	
06051588	0F0A4DA6	2010 2013	
06051588	7CFD9BA8	2010 2014	
7D7DCBC6	10ADF5BF	2004 2007	2004 2007	
7D7DCBC6	825CE734	2004 2007	
7D7DCBC6	8142E6E1	2004 2007	2004 2007	
77D2D6A7	29289145	1990 1992	
7F3DAA79	78200A39	2001 2001	
7F3DAA79	0FB0613C	2001 2001	
0F0FD404	76591DD1	1992 1998	
0F0FD404	28940EC8	1993 1998	
0F0FD404	0F0FD404	1993 1992	
7FA3AA96	7ACDEC68	2004 2007	
7FA3AA96	12858DC4	1998 1999	
809FAD9E	8138405A	2007 2011	
809FAD9E	86233499	2007 2015	
809FAD9E	7968E3FF	2007 2015	
03FACD46	2BB3FB8F	2000 2002	
03FACD46	7FF5B905	2000 2002	
7AB5367B	0B5A3B89	2005 2006	
7AB5367B	7E1D6F73	2005 2007	
7AB5367B	7AA05EF3	2005 2006	
7AB5367B	82515E44	2005 2007	
7AB5367B	7F3FD49C	2005 2007	
8315FA91	7EB8CA65	2013 2014	
8315FA91	72F360FE	2012 2015	
8315FA91	754C2C28	2013 2014	
8315FA91	7DA775AE	2013 2014	
8315FA91	0ED20AAE	2013 2014	
8315FA91	7D38B6CD	2012 2015	
8315FA91	75309207	2013 2014	
7D4B3FEE	0FB0613C	2001 2001	
7D4B3FEE	78200A39	2001 2001	
7D4B3FEE	7DA9E514	2001 2001	
7F74635A	023BEF3E	2005 2004	
7F74635A	7FD30AC2	2007 2008	
7F74635A	04CE308C	2005 2004	
0DAE36A8	2324F042	2010 2015	2010 2013	
0DAE36A8	8106D1DB	2010 2011	
7D7F3D09	80EA58AD	2011 2013	
7D7F3D09	7D99D23E	2011 2012	
7D7F3D09	81692466	2011 2012	
7D7F3D09	7E6CB39D	2011 2013	
7D7F3D09	82C357AF	2011 2012	
7D0E703F	7FE65996	2007 2010	2007 2012	
7D0E703F	8036D8DC	2007 2012	
7D0E703F	7AC7C77D	2007 2010	
7E2A6D82	764E2398	2006 2006	
7E2A6D82	7CA8B74E	2006 2006	
7E2A6D82	80595613	2006 2013	
7FD5DB56	8099908A	2005 2010	2005 2008	
7FD5DB56	0620F39C	2005 2010	2005 2008	
7FD5DB56	7FD5DB56	2004 2005	
0EA75FFE	7D33F0F6	2002 2012	
0EA75FFE	751DA8A6	2002 2012	
58AB7CD0	7B3A24F8	1996 1998	
58AB7CD0	80EDF8CB	1996 1998	1996 1998	
285F7C76	78088845	2003 2008	
285F7C76	728788AB	2003 2008	
285F7C76	216E60E4	2003 2010	
7951E2EC	7D6D3056	2011 2014	
7951E2EC	7DE313AA	2011 2013	
7951E2EC	7F972C66	2011 2014	
7951E2EC	7E3FF32D	2011 2013	
0FCFF62B	177A61BE	2014 2014	
0FCFF62B	0FCFF62B	2014 2014	
0FCFF62B	727098EA	2014 2014	
7DD52D07	7EBE9D76	2009 2015	2009 2014	
7DD52D07	7DA18335	2009 2015	2009 2014	
7DD52D07	8020AF70	2009 2010	
7FE87A3A	7DE44E16	2004 2008	
7FE87A3A	01E4FE7D	2004 2008	
0D82DB07	78200A39	2001 2001	
0D82DB07	0FB0613C	2001 2001	
0D82DB07	0056D99D	2001 2001	
045027AB	8021E6BA	2011 2012	
045027AB	850AC0D0	2011 2012	
0B64E447	7F717800	1994 1997	
0B64E447	7D205597	1994 1996	
0B64E447	83E2390A	1994 1996	
7801ACE9	2ACFE21B	1986 1987	
7F95C8DC	11AA1A08	2013 2014	
7F95C8DC	810750F1	2013 2014	
7F95C8DC	7E48746E	2013 2014	
7F95C8DC	06DD3B26	2013 2014	
7A2777B8	7A041BF9	2011 2011	
7A2777B8	84033BB5	2011 2011	
7A2777B8	7E8FE6DF	2011 2011	
7F114003	7D2DAEAE	2007 2014	
7F114003	7D82CAC5	2007 2014	
7F114003	8028C0E5	2007 2014	
7F114003	77C0D707	2007 2014	
269AFF3B	7532EDCA	1992 1994	
269AFF3B	7F680B0B	1992 1994	
269AFF3B	0310238C	1992 1993	
3555A01D	75DA0C83	2004 2014	2004 2014	
3555A01D	83C4637A	2004 2007	
3555A01D	73DDBAC8	2004 2014	2004 2014	
3555A01D	7F915A33	2004 2005	
3555A01D	7E618A9C	2004 2005	
1357C5F0	02A6572C	2000 2005	
1357C5F0	7EFD7BE1	2000 2005	2004 2005	
1357C5F0	00C27C32	2000 2006	
1357C5F0	7A34C1C8	2000 2013	
8625C988	72142360	2008 2011	
8625C988	7F8A8921	2008 2012	
8625C988	7EF97E75	2008 2012	
8625C988	8509D558	2008 2010	2008 2010	
7DDFA8BB	85D411FC	2014 2014	
792F7BE5	82D3C513	1998 2010	
792F7BE5	7C43738E	1998 2006	
792F7BE5	0A4D58C2	1998 2010	
792F7BE5	7383E274	1998 2010	
80DB8867	0D85A4AB	1999 2002	
80DB8867	83AB29DD	1991 1992	
80DB8867	7704B116	1996 2002	
80DB8867	7D83D942	2002 2006	
80D642FC	832257B9	2010 2012	
80D642FC	8045F9A5	2015 2015	
7DD9DD48	7D21F74E	2007 2013	
7DD9DD48	824627FF	2007 2008	2005 2007	
7DD9DD48	7F512BFE	1997 2000	
7DD9DD48	7F9EA7FE	2007 2015	2007 2008	2005 2015	
4C0410FD	4C0410FD	2006 2006	
4C0410FD	80BD0D4A	2006 2006	
4C0410FD	0F994D71	2010 2013	
4C0410FD	06DD3B26	2010 2014	
7EB0FEF9	7E27819A	2008 2015	
7EB0FEF9	4A574861	2008 2015	
574EEE5B	81525928	2002 2002	2002 2002	
574EEE5B	7EF67BA3	2002 2006	
574EEE5B	6C5B8284	2002 2002	2002 2002	
574EEE5B	18D6188E	2002 2005	
574EEE5B	7AA9F169	2002 2005	
574EEE5B	863557CF	2002 2006	
574EEE5B	07D1F319	2002 2006	
14EED946	7984E831	2012 2014	
14EED946	80433F2E	2012 2014	
78F6AC04	7EA89821	2013 2015	
7D24FA06	4C5315DF	2010 2011	
7D24FA06	80A9F340	2010 2011	
7D24FA06	B4E73E62	2010 2011	
7DA97370	7D825CB6	2007 2010	
7DA97370	7C5C2FF0	2007 2008	
7DA97370	7FEEE2DB	2007 2010	
7DA97370	401C3D11	2007 2008	
79C926C9	7FC3D1FA	1996 1998	
689BEBB1	7CCDE469	2004 2006	
689BEBB1	80E71F86	2004 2006	
7C23B7C8	80D83C0C	2007 2012	
7C23B7C8	7D7F581A	2007 2014	
7C23B7C8	77D05541	2007 2014	
7C23B7C8	758339E6	2007 2012	
7C23B7C8	04A18C73	2007 2012	
1F0ACE25	0FB0613C	2001 2001	
1F0ACE25	0056D99D	2001 2001	
7ADA34FB	0FC79C17	1998 1999	
7D7C3A57	0C1A0CEC	2013 2013	
810A0D4B	7EA13224	1986 1997	
810A0D4B	07763F15	1986 1987	
810A0D4B	7F17A3A5	1986 1997	
810A0D4B	7A48E88C	1986 1989	
810A0D4B	76D36103	1990 1992	
293B9D0D	76002A50	2006 2007	
293B9D0D	77178ED9	2005 2015	
293B9D0D	0EB6F376	2005 2015	2005 2012	
293B9D0D	11DDE1C4	2005 2012	
7BEB83FB	0CCF935A	2004 2006	
7BEB83FB	147E24FE	2004 2005	
7BEB83FB	01E4FE7D	2004 2008	
65A95DDF	7D0216CB	1993 1994	
65A95DDF	86205434	1993 1994	
797489F1	79610A77	1997 1997	
7ED341C1	7FBBF220	2005 2006	
0FFAEFF1	14CCBD42	2008 2014	
0FFAEFF1	80BAD2A9	2008 2014	
0FFAEFF1	7E0E47BF	2008 2014	
0FFAEFF1	7FD2187C	2008 2014	
80CCE719	6788B94D	1980 1982	
028A3707	7FC58E16	2014 2015	
028A3707	17C35424	2012 2013	
028A3707	859EE3ED	2012 2013	
03E8E0F8	7A17FEF4	2007 2010	
03E8E0F8	79C553A7	2007 2008	
03E8E0F8	7CE80E31	2007 2010	
7A1FEB48	7EDC9E57	2013 2013	
7A1FEB48	80ACFBAF	2013 2013	2013 2014	
7A1FEB48	7D716336	2013 2013	
7C0B5A2B	824E245F	2007 2010	
7C0B5A2B	07336ABC	2007 2010	
7C0B5A2B	78DCF45B	2007 2008	2007 2010	
7C0B5A2B	7C0B5A2B	2007 2008	
83F0380B	797DA44A	1986 1987	
83F3CC9D	849555CC	2011 2012	
7E5BF21D	6C5B8284	2011 2015	
7E5BF21D	7F7AF17D	2011 2015	
7D628E29	7E8266D7	2013 2014	
7D628E29	5281ABB3	2013 2015	2013 2013	2015 2015	
77DFC734	8522E43B	1984 1987	
85C42606	7B28F696	2007 2010	
76E64981	8149BB0E	1982 1996	
76E64981	2958B1FE	1982 1991	
063A61A9	0FBD40F7	1981 1987	
063A61A9	7D472945	1981 1987	
063A61A9	2831D42C	1986 1994	
063A61A9	8196917A	1986 1994	
063A61A9	85E11221	1981 1996	
8089FA46	443A3AD5	1990 1995	
8089FA46	11DDE1C4	1990 1995	
8089FA46	745AD8D8	1990 1995	
7F8BF41C	8106660C	2002 2013	
5EC8E6A2	77F0B213	2004 2008	
5EC8E6A2	01E4FE7D	2004 2008	
7F530F00	15890786	2007 2012	
7F530F00	7E82BE51	2007 2014	2007 2012	
7F530F00	7682BC83	2007 2014	2007 2012	
7F530F00	81303778	2007 2008	
7F530F00	7B39DC3B	2007 2014	
26058297	3490D5EE	2012 2014	
26058297	827D1D40	2012 2014	2012 2014	
26058297	7D1BB0A7	2012 2014	
26058297	78130359	2012 2013	
7D30F2A7	813D5C43	2013 2014	
7FBBF220	7682BC83	2005 2012	2013 2014	2013 2015	2014 2015	
77789B73	78088845	2003 2008	
77789B73	216E60E4	2003 2010	
0F50955D	0FBD40F7	1986 1987	
0F50955D	7D472945	1986 1987	
0D9ABFAE	0994A8F5	2010 2013	
0D9ABFAE	4AF46EEE	2010 2013	
0D9ABFAE	782440DA	2010 2013	
0D9ABFAE	7E527883	2010 2013	
035BC2A8	7D42B771	1993 1994	
035BC2A8	035BC2A8	1993 1994	
8053C6A7	761E97A3	2008 2014	
8053C6A7	7FE6CAC3	2008 2014	
7EE0FC1C	7E05EF78	2010 2011	
7EE0FC1C	7EE0FC1C	2010 2010	2010 2011	
7EE0FC1C	7F8D6E4E	2010 2011	
7EE0FC1C	79BC884F	2010 2011	2010 2014	2011 2014	2011 2014	
7D9A21FE	190CC491	1998 2008	
7D9A21FE	761AF842	2008 2015	
7D9A21FE	7FC4568E	2006 2008	
75848E74	7DE5C33B	1982 1993	
75848E74	821D7F1F	1982 1993	
7F25CA2A	11880E3B	2011 2014	
7F25CA2A	77D8AE86	2011 2014	
7F25CA2A	83351A8B	2011 2014	
858541FE	8051D019	1991 1994	
049EFF7C	83222697	2006 2011	
79948A99	8021A6BD	2008 2011	
79948A99	7C5C2FF0	2008 2011	
14C06933	76F3D01F	2008 2010	
14C06933	1D2A14B4	2008 2015	
4A040B3E	80C3141D	1990 1994	
4A040B3E	7D4D5FD2	1990 1994	
4A040B3E	7FD4C11F	1990 1990	
4A040B3E	7AA9F169	1990 1994	
4A040B3E	7F7F9ED3	1990 1990	
757C7FA8	782440DA	2010 2014	
757C7FA8	76C9C51F	2007 2015	2010 2014	2015 2015	2015 2014	2015 2014	
757C7FA8	1F349FBA	2007 2013	
757C7FA8	110A991F	2006 2007	2006 2007	2006 2006	
12E6E9B8	7598C575	2006 2008	
12E6E9B8	7B53D376	2006 2008	
12E6E9B8	78BF4E87	2006 2007	
7FCD4FF3	81C0D726	1986 1987	
7D795724	7D3BA682	2014 2014	
7D795724	85D411FC	2014 2014	
7D795724	7EE5D112	2014 2014	
7DAE4FFE	7E7853FE	2011 2015	
7DAE4FFE	7EF6C8E3	2011 2015	
7DAE4FFE	77CBF2CF	2011 2015	
8110053F	8178EC88	2012 2014	
71F4B11E	8105DE2D	2004 2005	
71F4B11E	7DD413FC	1999 2007	
71F4B11E	85D2DF20	1999 2004	
7D185C11	7321E834	2011 2012	
7D185C11	120F6237	2011 2012	
1026AB5A	7F5B9AE8	2011 2014	
7B9C63AC	8252E986	2002 2014	
05C34E8E	AAD04807	2007 2014	
05C34E8E	7EAC3BFE	2007 2014	
05C34E8E	85ED2FAC	2010 2014	
8475250A	04CA978F	2013 2014	
8475250A	773E78BC	2013 2014	
81112BC4	800836E7	2015 2015	
853F9FB6	7735E87A	1990 2006	
853F9FB6	7D83CC4B	1990 1998	
85876A61	7EC05AE3	1998 2010	
85876A61	80B288BE	1998 2015	
85876A61	7E39F349	1998 2007	
85876A61	76D36103	1998 2010	
85876A61	7DE43FE2	1998 2014	
85876A61	28FC927D	1998 2014	
85876A61	7F6B3808	1998 2015	
85876A61	7F8A8921	1998 2010	
85876A61	7FB6BC64	1998 2007	
81628A9A	1D2A14B4	2006 2012	2006 2015	
81628A9A	1B3DAD56	2006 2008	2006 2015	
81628A9A	14C06933	2006 2008	
7ED17B8D	7E83BD65	2006 2007	
7E644D4A	80DAC4DE	1997 1999	
7E644D4A	78CB30DA	1997 1998	1997 1999	
783AF160	851D1D02	1990 1993	
783AF160	82C8A989	1990 1993	
812F80C1	77E1D3B1	1980 1982	
8098DB1D	7EDF1D46	2013 2014	
8098DB1D	216E60E4	2013 2014	2011 2012	
8098DB1D	8503A55C	2013 2014	
8098DB1D	831D1BD5	2013 2014	
8098DB1D	7FF9664B	2013 2014	2013 2013	
8098DB1D	85BDF203	2010 2013	
8098DB1D	0994A8F5	2013 2016	
8098DB1D	8215D6F4	2013 2014	
7D4771B3	7E51FEB1	2012 2014	
12FC2C40	4BFF66B8	2008 2008	
12FC2C40	7FDC8BFC	2008 2008	
7C7DFCA9	7AD977C2	1986 1987	
7C7DFCA9	76C34E84	1986 1987	
7C7DFCA9	2A039A16	1986 1987	
7FB4D895	7DB54482	2005 2007	
7FB4D895	809199BA	2005 2007	
80489461	7F667F9E	2012 2013	
80489461	863D9C5B	2010 2015	2012 2015	
80489461	0B9A7EB5	2012 2013	
80489461	80489461	2010 2015	2012 2015	
84FC650C	84FC650C	2013 2013	
84FC650C	77713473	2013 2013	
01A278A0	824627FF	2000 2005	
01A278A0	78A6783D	2000 2005	
01A278A0	7F512BFE	2000 2000	
01A278A0	8110D66C	2000 2015	
01A278A0	7DD9DD48	2000 2005	
856A53E1	7EC79BF8	2011 2011	
856A53E1	84033BB5	2011 2011	
856A53E1	7E8FE6DF	2011 2011	
856A53E1	49AB768D	2011 2011	
001F472E	84622263	2004 2015	2011 2015	
001F472E	3BF137C3	2004 2014	
001F472E	4801D221	2004 2015	2011 2015	
7FCD90A9	7ED7B6CC	1996 1987	
7FCD90A9	784F9E0A	1996 1987	
8104FE74	842BA32A	1999 2002	
